,ATVI_x,ADBE_x,AMD_x,ALXN_x,ALGN_x,GOOGL_x,GOOG_x,AMZN_x,AEP_x,AMGN_x,ADI_x,ANSS_x,AAPL_x,AMAT_x,ASML_x,ADSK_x,ADP_x,BIDU_x,BIIB_x,BKNG_x,AVGO_x,CDNS_x,CDW_x,CERN_x,CHTR_x,CHKP_x,CTAS_x,CSCO_x,CTSH_x,CMCSA_x,CPRT_x,COST_x,CSX_x,DXCM_x,DLTR_x,EBAY_x,EA_x,EXC_x,FB_x,FAST_x,FISV_x,GILD_x,IDXX_x,ILMN_x,INCY_x,INTC_x,INTU_x,ISRG_x,JD_x,KDP_x,KLAC_x,LRCX_x,LULU_x,MAR_x,MRVL_x,MTCH_x,MXIM_x,MELI_x,MCHP_x,MU_x,MSFT_x,MDLZ_x,MNST_x,NTES_x,NFLX_x,NVDA_x,NXPI_x,ORLY_x,PCAR_x,PAYX_x,PEP_x,QCOM_x,REGN_x,ROST_x,SGEN_x,SIRI_x,SWKS_x,SPLK_x,SBUX_x,SNPS_x,TMUS_x,TSLA_x,TXN_x,TCOM_x,VRSN_x,VRSK_x,VRTX_x,WBA_x,WDAY_x,XEL_x,XLNX_x
AMGN_y,0.07676666666666666,0.1366,0.03326666666666667,0.2733666666666667,0.056133333333333334,0.05783333333333333,0.05963333333333334,0.13086666666666666,0.021933333333333332,1.0,0.10160000000000001,0.2384666666666667,0.1729333333333333,0.09286666666666667,0.019266666666666668,0.010033333333333333,0.27543333333333336,0.017866666666666666,0.05343333333333334,0.08933333333333333,0.058499999999999996,0.116,0.1353,0.050199999999999995,0.14570000000000002,0.09196666666666665,0.04973333333333333,0.14213333333333333,0.015966666666666667,0.2534666666666667,0.13016666666666668,0.04683333333333334,0.24906666666666666,0.1348,0.08836666666666666,0.13333333333333333,0.07856666666666666,0.08853333333333334,0.028033333333333337,0.07440000000000001,0.09770000000000001,0.11160000000000002,0.008966666666666666,0.0261,0.05293333333333333,0.039266666666666665,0.3317,0.008733333333333334,0.23093333333333332,0.09820000000000001,0.16496666666666668,0.0044666666666666665,0.03676666666666666,0.09803333333333332,0.12476666666666668,0.08633333333333333,0.0842,0.35933333333333334,0.04573333333333333,0.057966666666666666,0.12323333333333332,0.12666666666666668,0.0048,0.3230333333333333,0.0189,0.14209999999999998,0.050300000000000004,0.33116666666666666,0.0638,0.05943333333333333,0.004333333333333333,0.029166666666666664,0.16993333333333335,0.013733333333333334,0.13383333333333333,0.08900000000000001,0.0501,0.1369,0.023266666666666668,0.1163,0.03333333333333333,0.14930000000000002,0.011266666666666666,0.16433333333333333,0.04033333333333333,0.02036666666666667,0.07416666666666667,0.19543333333333332,0.20049999999999998,0.09549999999999999,0.1705
AMZN_y,0.34990000000000004,0.16146666666666668,0.2167,0.1764,0.09446666666666666,0.05346666666666666,0.05726666666666667,1.0,0.16286666666666666,0.2821666666666667,0.10863333333333335,0.20013333333333336,0.005566666666666667,0.03846666666666667,0.020166666666666666,0.13426666666666667,0.023933333333333334,0.09570000000000001,0.10603333333333335,0.29140000000000005,0.15763333333333335,0.0707,0.35656666666666664,0.16816666666666666,0.0028333333333333335,0.0028,0.4495,0.4134,0.0861,0.019333333333333334,0.05553333333333332,0.07216666666666667,0.031433333333333334,0.03966666666666666,0.014566666666666665,0.1018,0.0153,0.11073333333333334,0.08953333333333331,0.013900000000000001,0.18106666666666668,0.06956666666666668,0.040299999999999996,0.0808,0.05583333333333334,0.033766666666666674,0.16680000000000003,0.0017333333333333333,0.012166666666666668,0.2758,0.0299,0.0024333333333333334,0.05103333333333334,0.0541,0.16466666666666666,0.13733333333333334,0.0457,0.004333333333333334,0.04156666666666666,0.13556666666666667,0.13986666666666667,0.17813333333333334,0.3825333333333332,0.3098666666666667,0.013066666666666666,0.14023333333333335,0.22526666666666664,0.05253333333333334,0.02963333333333333,0.18253333333333335,0.23593333333333333,0.0026999999999999997,0.15466666666666665,0.15236666666666668,0.2162666666666667,0.05753333333333333,0.16219999999999998,0.33526666666666666,0.06246666666666667,0.3139,0.04313333333333333,0.039433333333333334,0.021099999999999997,0.013233333333333333,0.11506666666666666,0.3280666666666667,0.1499,0.223,0.22913333333333333,0.2804333333333333,0.0707
ANSS_y,0.06089999999999999,0.06336666666666667,0.033633333333333335,0.04256666666666667,0.007899999999999999,0.022499999999999996,0.023000000000000003,0.07513333333333333,0.03273333333333333,0.19663333333333333,0.01806666666666667,1.0,0.1085,0.06849999999999999,0.07036666666666667,0.051,0.07736666666666667,0.001966666666666667,0.04296666666666666,0.06696666666666666,0.08763333333333334,0.21416666666666664,0.2858,0.009466666666666667,0.1524,0.052333333333333336,0.0448,0.19606666666666664,0.12893333333333334,0.019066666666666666,0.0007,0.04013333333333333,0.19299999999999998,0.022966666666666666,0.021066666666666668,0.2007,0.12606666666666666,0.05446666666666666,0.016566666666666667,0.10520000000000002,0.029233333333333333,0.09586666666666666,0.0341,0.15993333333333334,0.17593333333333336,0.005933333333333333,0.041633333333333335,0.0005333333333333334,0.017900000000000003,0.0007999999999999999,0.0007333333333333333,0.0916,0.29929999999999995,0.04303333333333333,0.0030000000000000005,0.018033333333333332,0.1158,0.078,0.09153333333333331,0.008133333333333333,0.0626,0.1754,0.02703333333333333,0.08236666666666666,0.031900000000000005,0.04253333333333333,0.025066666666666664,0.0114,0.024433333333333335,0.14446666666666666,0.19213333333333335,0.012400000000000001,0.075,0.17436666666666667,0.0014666666666666667,0.009133333333333334,0.0007999999999999999,0.0626,0.020233333333333336,0.27643333333333336,0.0034,0.047933333333333335,0.0193,0.03306666666666667,0.11356666666666666,0.07636666666666668,0.08956666666666667,0.08866666666666667,0.0319,0.10703333333333336,0.0025666666666666667
ASML_y,0.09576666666666667,0.08766666666666667,0.0514,0.19720000000000001,0.0805,0.1929,0.1958,0.1178,0.0161,0.1447,0.09426666666666668,0.15789999999999998,0.10356666666666665,0.13816666666666666,1.0,0.3413333333333333,0.08076666666666667,0.07083333333333335,0.08806666666666667,0.13833333333333334,0.15309999999999999,0.26943333333333336,0.3073333333333333,0.13106666666666666,0.19586666666666666,0.1849333333333333,0.02613333333333333,0.0729,0.2005,0.09626666666666667,0.20843333333333333,0.058499999999999996,0.14293333333333333,0.021500000000000002,0.09896666666666666,0.1477,0.19369999999999998,0.15783333333333335,0.08323333333333333,0.03196666666666667,0.21960000000000002,0.12286666666666668,0.0837,0.1711,0.15143333333333334,0.02026666666666667,0.042866666666666664,0.12510000000000002,0.06026666666666666,0.1254333333333333,0.018066666666666665,0.012266666666666667,0.14633333333333332,0.22666666666666668,0.2051333333333333,0.035199999999999995,0.17146666666666666,0.08713333333333334,0.07386666666666668,0.13566666666666666,0.15556666666666666,0.306,0.25503333333333333,0.024266666666666662,0.17579999999999998,0.12373333333333335,0.32276666666666665,0.19423333333333334,0.04616666666666666,0.13973333333333335,0.032999999999999995,0.29413333333333336,0.17216666666666666,0.22220000000000004,0.0837,0.16879999999999998,0.13113333333333332,0.0151,0.11143333333333333,0.13856666666666667,0.05156666666666667,0.05496666666666667,0.15993333333333332,0.05053333333333334,0.032966666666666665,0.1503,0.05926666666666667,0.3955666666666667,0.20299999999999999,0.0352,0.22206666666666666
ATVI_y,1.0,0.12506666666666666,0.02946666666666667,0.14970000000000003,0.028166666666666663,0.0015000000000000002,0.0021666666666666666,0.006533333333333333,0.157,0.026799999999999994,0.033499999999999995,0.08526666666666667,0.005333333333333333,0.014633333333333333,0.19443333333333335,0.07723333333333333,0.10996666666666667,0.07079999999999999,0.1865,0.25579999999999997,0.08539999999999999,0.20413333333333336,0.08413333333333334,0.23136666666666664,0.1484,0.21323333333333336,0.039066666666666666,0.25866666666666666,0.015133333333333334,0.02613333333333333,0.2384666666666667,0.08343333333333335,0.04006666666666667,0.09496666666666666,0.028433333333333335,0.002466666666666667,0.01883333333333333,0.09343333333333333,0.14883333333333335,0.08313333333333332,0.09416666666666666,0.023366666666666664,0.0644,0.06839999999999999,0.09396666666666666,0.0009666666666666666,0.3700666666666667,0.02513333333333333,0.11143333333333333,0.03133333333333333,0.022299999999999997,0.07576666666666666,0.2749333333333333,0.10123333333333333,0.3812666666666667,0.09793333333333333,0.006233333333333333,0.04426666666666667,0.014066666666666667,0.37503333333333333,0.078,0.0711,0.031900000000000005,0.09286666666666667,0.06253333333333333,0.071,0.010533333333333334,0.1296,0.050100000000000006,0.0375,0.15816666666666665,0.163,0.17213333333333333,0.19773333333333332,0.07676666666666666,0.0135,0.06716666666666667,0.4138333333333333,0.06943333333333333,0.12323333333333332,0.041666666666666664,0.21409999999999998,0.0006,0.17056666666666667,0.10060000000000001,0.08670000000000001,0.2291,0.3602,0.07203333333333332,0.0613,0.03566666666666667
AVGO_y,0.17243333333333333,0.026033333333333335,0.19800000000000004,0.11553333333333334,0.07556666666666667,0.060633333333333324,0.062233333333333335,0.026966666666666667,0.014333333333333332,0.11870000000000001,0.06529999999999998,0.0467,0.016766666666666666,0.038233333333333334,0.2066,0.02973333333333333,0.03196666666666667,0.0006333333333333333,0.1255,0.07640000000000001,1.0,0.11663333333333332,0.24386666666666665,0.0227,0.22730000000000003,0.0326,0.008433333333333333,0.0007999999999999999,0.0025,0.0176,0.13816666666666666,0.13506666666666664,0.044033333333333334,0.09906666666666668,0.05336666666666667,0.044066666666666664,0.12946666666666667,0.15253333333333335,0.05933333333333333,0.21056666666666668,0.028466666666666668,0.2735666666666667,0.12213333333333333,0.15986666666666668,0.0813,0.15773333333333334,0.006599999999999999,0.021833333333333333,0.0191,0.1017,0.22623333333333331,0.12713333333333335,0.012766666666666667,0.07426666666666666,0.1441,0.027233333333333335,0.25456666666666666,0.04,0.23363333333333333,0.1381,0.05823333333333334,0.06016666666666667,0.1394,0.11316666666666665,0.051833333333333335,0.05333333333333334,0.08113333333333332,0.06133333333333333,0.1251,0.03896666666666666,0.03676666666666666,0.3624333333333334,0.11506666666666666,0.05876666666666667,0.035800000000000005,0.044866666666666666,0.09703333333333332,0.026366666666666667,0.06316666666666666,0.08216666666666667,0.06693333333333333,0.0374,0.2429,0.024433333333333335,0.08683333333333333,0.08070000000000001,0.11193333333333334,0.10590000000000001,0.029300000000000003,0.012233333333333332,0.054799999999999995
BIDU_y,0.08033333333333333,0.09483333333333333,0.0161,0.09129999999999999,0.016466666666666668,0.04573333333333333,0.05759999999999999,0.0383,0.2306,0.02806666666666667,0.15680000000000002,0.19463333333333332,0.0838,0.019266666666666668,0.04286666666666667,0.005399999999999999,0.09636666666666667,1.0,0.07579999999999999,0.08146666666666667,0.15643333333333334,0.08146666666666667,0.037899999999999996,0.17229999999999998,0.22089999999999999,0.05416666666666667,0.04416666666666667,0.0667,0.07640000000000001,0.2117,0.15143333333333334,0.12963333333333332,0.014733333333333333,0.043133333333333336,0.0483,0.08966666666666667,0.053,0.20286666666666664,0.13353333333333334,0.11783333333333335,0.09436666666666667,0.14726666666666666,0.036833333333333336,0.09823333333333333,0.1109,0.23289999999999997,0.24326666666666666,0.0618,0.08053333333333333,0.05929999999999999,0.08879999999999999,0.017033333333333334,0.14903333333333335,0.019933333333333334,0.07376666666666666,0.11036666666666668,0.009966666666666667,0.011133333333333334,0.2558333333333333,0.25553333333333333,0.0803,0.0047,0.3495,0.09236666666666667,0.044366666666666665,0.14893333333333333,0.22536666666666663,0.19460000000000002,0.05216666666666667,0.2483666666666667,0.07666666666666666,0.05983333333333334,0.027299999999999994,0.0726,0.12119999999999999,0.19463333333333332,0.12769999999999998,0.07863333333333333,0.0008333333333333334,0.1492666666666667,0.031066666666666663,0.005399999999999999,0.0377,0.18510000000000001,0.18920000000000003,0.004566666666666667,0.0456,0.32203333333333334,0.021333333333333333,0.21939999999999996,0.24826666666666666
BIIB_y,0.13633333333333333,0.02443333333333333,0.011466666666666667,0.22170000000000004,0.06456666666666667,0.1334,0.06359999999999999,0.005233333333333334,0.20326666666666668,0.1268,0.2040333333333333,0.20566666666666666,0.1079,0.12143333333333334,0.011500000000000002,0.2444666666666667,0.18503333333333336,0.6105,1.0,0.4977666666666667,0.13033333333333333,0.10133333333333333,0.11176666666666667,0.22586666666666666,0.0953,0.09976666666666667,0.0806,0.1847333333333333,0.2315,0.08703333333333334,0.04893333333333333,0.0974,0.09033333333333333,0.28526666666666667,0.0063,0.10006666666666665,0.1928,0.12043333333333334,0.021833333333333333,0.17400000000000002,0.21513333333333332,0.1765,0.2711,0.12276666666666665,0.06433333333333333,0.1168,0.38680000000000003,0.11993333333333334,0.05936666666666666,0.1292,0.0921,0.17386666666666664,0.16846666666666668,0.17473333333333332,0.119,0.09293333333333333,0.2236,0.026400000000000003,0.28606666666666664,0.21919999999999998,0.006066666666666667,0.22113333333333332,0.21073333333333333,0.19943333333333335,0.005533333333333334,0.10596666666666665,0.1663,0.154,0.1093,0.18539999999999998,0.07036666666666667,0.24683333333333335,0.1467333333333333,0.08713333333333334,0.221,0.5066,0.1656,0.3512666666666666,0.020666666666666667,0.16636666666666666,0.029300000000000003,0.10149999999999999,0.03326666666666667,0.03553333333333333,0.1058,0.05050000000000001,0.13660000000000003,0.1585,0.3023666666666667,0.22896666666666668,0.09663333333333333
BKNG_y,0.10180000000000002,0.056900000000000006,0.11813333333333333,0.23800000000000002,0.15209999999999999,0.3565333333333333,0.3765666666666667,0.2925333333333333,0.0016,0.23853333333333335,0.2147,0.17486666666666664,0.10329999999999999,0.0727,0.09913333333333334,0.10153333333333332,0.1942,0.011066666666666667,0.07073333333333333,1.0,0.16206666666666666,0.0399,0.1669333333333333,0.20933333333333334,0.04046666666666667,0.29486666666666667,0.19923333333333335,0.29356666666666664,0.1497666666666667,0.15903333333333333,0.05129999999999999,0.019466666666666663,0.07556666666666667,0.07546666666666667,0.2645,0.2383666666666667,0.3397666666666666,0.10046666666666666,0.0535,0.2690666666666666,0.08203333333333333,0.008833333333333334,0.058633333333333336,0.105,0.0825,0.22066666666666665,0.07023333333333333,0.18203333333333335,0.2881333333333333,0.03953333333333334,0.08479999999999999,0.1484,0.37420000000000003,0.018866666666666667,0.2944333333333333,0.025433333333333336,0.16160000000000002,0.03593333333333334,0.06023333333333333,0.28423333333333334,0.1174,0.13446666666666668,0.2922666666666667,0.13673333333333335,0.16046666666666667,0.40359999999999996,0.1789666666666667,0.07343333333333334,0.11156666666666666,0.10649999999999998,0.0281,0.18533333333333335,0.15936666666666666,0.4195,0.08183333333333333,0.04596666666666666,0.0043,0.1082,0.20493333333333333,0.24326666666666666,0.1607666666666667,0.07553333333333333,0.30446666666666666,0.35800000000000004,0.04776666666666666,0.06516666666666666,0.19376666666666667,0.2003,0.06723333333333333,0.0018666666666666666,0.04533333333333334
CDNS_y,0.15343333333333334,0.17206666666666667,0.15733333333333333,0.09553333333333335,0.15009999999999998,0.011233333333333333,0.0185,0.0929,0.0527,0.011633333333333334,0.03836666666666667,0.032433333333333335,0.0032333333333333333,0.04293333333333333,0.0524,0.165,0.011733333333333332,0.06826666666666666,0.22126666666666664,0.30243333333333333,0.06426666666666668,1.0,0.323,0.2057,0.17873333333333333,0.0001333333333333333,0.22813333333333333,0.1449,0.012799999999999999,0.056900000000000006,0.10463333333333334,0.06593333333333334,0.07756666666666667,0.15646666666666667,0.0131,0.19406666666666664,0.028333333333333332,0.0793,0.0549,0.008766666666666667,0.23579999999999998,0.08913333333333334,0.05163333333333333,0.1892,0.206,0.06293333333333333,0.12913333333333335,0.19266666666666665,0.041600000000000005,0.10830000000000001,0.036000000000000004,0.05153333333333333,0.30269999999999997,0.14756666666666665,0.016300000000000002,0.0252,0.03663333333333333,0.0511,0.042833333333333334,0.18299999999999997,0.020300000000000002,0.26526666666666665,0.43239999999999995,0.1903,0.007133333333333333,0.10976666666666667,0.02836666666666667,0.018366666666666667,0.0038666666666666663,0.002766666666666667,0.11456666666666666,0.0,0.05616666666666666,0.04730000000000001,0.005066666666666666,0.19410000000000002,0.06046666666666667,0.158,0.03903333333333334,0.19593333333333332,0.11256666666666666,0.1623,0.012700000000000001,0.018699999999999998,0.10596666666666665,0.23326666666666665,0.1398,0.12760000000000002,0.0334,0.06613333333333334,0.041299999999999996
CDW_y,0.10723333333333333,0.19833333333333333,0.16816666666666666,0.17826666666666666,0.13116666666666665,0.0257,0.030133333333333335,0.1938,0.1446,0.09083333333333334,0.19096666666666665,0.1652,0.09453333333333334,0.26363333333333333,0.1873,0.055766666666666666,0.032933333333333335,0.09393333333333333,0.06036666666666666,0.2095,0.07179999999999999,0.009833333333333333,1.0,0.19276666666666664,0.0056,0.056933333333333336,0.29586666666666667,0.04856666666666667,0.0381,0.09886666666666667,0.11706666666666665,0.05243333333333333,0.021,0.01753333333333333,0.18243333333333334,0.04726666666666667,0.0597,0.09433333333333332,0.16066666666666665,0.0309,0.03746666666666667,0.2493,0.12803333333333333,0.17113333333333336,0.08883333333333333,0.32326666666666665,0.27113333333333334,0.0356,0.08743333333333332,0.26903333333333335,0.13666666666666666,0.15113333333333331,0.28686666666666666,0.038033333333333336,0.35756666666666664,0.10579999999999999,0.19076666666666667,0.0034999999999999996,0.06326666666666667,0.15506666666666666,0.08426666666666666,0.16923333333333335,0.2313333333333333,0.20766666666666664,0.05176666666666666,0.10466666666666667,0.027733333333333332,0.08556666666666667,0.10729999999999999,0.09723333333333334,0.20433333333333334,0.04136666666666667,0.12043333333333332,0.06216666666666667,0.12273333333333332,0.20463333333333333,0.021500000000000002,0.0176,0.0595,0.06526666666666665,0.0355,0.0058,0.11753333333333334,0.18943333333333334,0.044466666666666675,0.0982,0.2087,0.08739999999999999,0.08286666666666666,0.14176666666666668,0.25146666666666667
CERN_y,0.0659,0.0951,0.23979999999999999,0.043133333333333336,0.015133333333333332,0.17993333333333336,0.11303333333333332,0.007333333333333334,0.06516666666666666,0.0617,0.15180000000000002,0.036566666666666664,0.12446666666666667,0.026233333333333334,0.07,0.043333333333333335,0.16773333333333337,0.1918333333333333,0.010633333333333333,0.18866666666666665,0.14323333333333335,0.008333333333333333,0.16246666666666668,1.0,0.1727,0.019266666666666668,0.18723333333333333,0.2648333333333333,0.055966666666666665,0.1616,0.05623333333333333,0.0075,0.08193333333333333,0.018699999999999998,0.09606666666666668,0.24750000000000003,0.12243333333333334,0.2421333333333333,0.20303333333333332,0.038733333333333335,0.07906666666666666,0.1703,0.004266666666666667,0.014199999999999999,0.11763333333333333,0.11086666666666667,0.044566666666666664,0.11826666666666667,0.03576666666666667,0.03403333333333333,0.1458,0.08653333333333334,0.13013333333333332,0.056066666666666674,0.0604,0.07906666666666667,0.10416666666666667,0.22073333333333334,0.015033333333333334,0.14463333333333334,0.009300000000000001,0.043166666666666666,0.14756666666666665,0.016966666666666668,0.05643333333333333,0.41519999999999996,0.10540000000000001,0.15196666666666667,0.09406666666666667,0.22030000000000002,0.15753333333333333,0.30046666666666666,0.2668,0.08193333333333334,0.05000000000000001,0.5179666666666667,0.10529999999999999,0.0755,0.0172,0.16763333333333333,0.05443333333333334,0.019100000000000002,0.04973333333333333,0.04476666666666667,0.021433333333333332,0.11059999999999999,0.10996666666666666,0.3226333333333333,0.32736666666666664,0.07906666666666666,0.09946666666666666
CHKP_y,0.14936666666666668,0.1857333333333333,0.0026999999999999997,0.059666666666666666,0.12853333333333333,0.003933333333333333,0.0054333333333333326,0.018266666666666667,0.009466666666666667,0.13656666666666664,0.19116666666666668,0.15233333333333332,0.10036666666666667,0.10426666666666666,0.09866666666666667,0.06046666666666667,0.24293333333333336,0.05446666666666666,0.21496666666666667,0.13573333333333334,0.28136666666666665,0.17689999999999997,0.08850000000000001,0.0466,0.1631,1.0,0.10293333333333332,0.08743333333333332,0.04273333333333334,0.07506666666666667,0.26266666666666666,0.0414,0.07366666666666667,0.009566666666666666,0.028466666666666668,0.14983333333333335,0.04196666666666666,0.042166666666666665,0.28613333333333335,0.009000000000000001,0.0468,0.10246666666666666,0.0803,0.06643333333333333,0.038033333333333336,0.02376666666666667,0.1028,0.008066666666666666,0.0785,0.10466666666666667,0.18836666666666665,0.13003333333333333,0.24936666666666665,0.12266666666666666,0.20136666666666667,0.043366666666666664,0.18299999999999997,0.16383333333333333,0.1466,0.22939999999999997,0.0706,0.08056666666666666,0.20233333333333334,0.07103333333333332,0.08503333333333334,0.0683,0.2242666666666667,0.19123333333333334,0.1960666666666667,0.3446666666666666,0.10916666666666668,0.01,0.2735666666666667,0.09956666666666668,0.1258,0.04926666666666666,0.13426666666666667,0.2386,0.05156666666666667,0.10376666666666667,0.11216666666666665,0.16656666666666667,0.33899999999999997,0.13513333333333333,0.03166666666666667,0.011633333333333334,0.08396666666666668,0.05280000000000001,0.014199999999999999,0.0023,0.12306666666666666
CHTR_y,0.09553333333333335,0.05909999999999999,0.0297,0.10843333333333333,0.0006333333333333333,0.13483333333333333,0.05910000000000001,0.042833333333333334,0.075,0.07476666666666666,0.09403333333333334,0.007300000000000001,0.12256666666666667,0.0016666666666666668,0.0489,0.016833333333333332,0.017966666666666666,0.19483333333333333,0.17813333333333334,0.11723333333333334,0.024866666666666665,0.04376666666666667,0.21086666666666665,0.0167,1.0,0.07466666666666667,0.09976666666666667,0.14903333333333332,0.07173333333333333,0.008566666666666667,0.0775,0.18953333333333333,0.16393333333333335,0.0131,0.18026666666666666,0.0063,0.06893333333333333,0.1421,0.02993333333333333,0.013166666666666667,0.0106,0.012799999999999999,0.04123333333333334,0.03593333333333333,0.12983333333333333,0.043233333333333325,0.12073333333333335,0.1853,0.008733333333333334,0.0719,6.666666666666667e-05,0.007366666666666666,0.0574,0.0804,0.007233333333333334,0.0032333333333333333,0.007933333333333332,0.1465,0.13133333333333333,0.04346666666666666,0.06896666666666666,0.016033333333333333,0.09129999999999999,0.21119999999999997,0.00019999999999999998,0.020266666666666665,0.009800000000000001,0.11080000000000001,0.0207,0.0456,0.022133333333333335,0.1789333333333333,0.008599999999999998,0.011866666666666666,0.06256666666666667,0.12253333333333333,0.1285,0.19493333333333332,0.0011,0.056,0.159,0.052366666666666666,0.0001,0.07986666666666667,0.04663333333333333,0.00036666666666666667,0.03233333333333333,0.15403333333333333,0.2257,0.07463333333333333,0.0005
CMCSA_y,0.1333,0.12196666666666667,0.06643333333333333,0.010766666666666667,0.05050000000000001,0.007033333333333333,0.0083,0.08236666666666667,0.015999999999999997,0.0148,0.2920333333333333,0.009833333333333333,0.046099999999999995,0.2018,0.19946666666666665,0.003833333333333333,0.07393333333333334,0.06453333333333333,0.1706,0.21363333333333331,0.08956666666666667,0.09019999999999999,0.10573333333333335,0.10503333333333333,0.02186666666666667,0.19576666666666667,0.33849999999999997,0.07186666666666668,0.029366666666666666,1.0,0.1497666666666667,0.1082,0.0595,0.07936666666666667,0.13333333333333333,0.1107,0.0047,0.0129,0.044199999999999996,0.0012,0.04813333333333333,0.27530000000000004,0.25599999999999995,0.1877,0.2023,0.024466666666666668,0.23363333333333333,0.19473333333333334,0.09016666666666667,0.03563333333333333,0.06296666666666666,0.057100000000000005,0.15736666666666665,0.14863333333333334,0.27663333333333334,0.1048,0.2086333333333333,0.2076,0.0842,0.19276666666666667,0.14756666666666668,0.028466666666666668,0.0964,0.23550000000000001,0.10026666666666666,0.0173,0.03496666666666667,0.25243333333333334,0.03766666666666667,0.15366666666666667,0.029066666666666668,0.0853,0.18000000000000002,0.21393333333333334,0.0366,0.0146,0.06946666666666666,0.1516666666666667,0.0026999999999999997,0.16636666666666666,0.36913333333333337,0.08896666666666665,0.1034,0.07496666666666667,0.027666666666666662,0.05833333333333334,0.0644,0.09900000000000002,0.018233333333333334,0.04393333333333333,0.08366666666666667
COST_y,0.13470000000000001,0.06086666666666666,0.10556666666666666,0.0067,0.08643333333333335,0.0512,0.044733333333333326,0.04676666666666666,0.0675,0.2221,0.040233333333333336,0.04423333333333334,0.04196666666666667,0.06743333333333333,0.18936666666666668,0.05073333333333333,0.03136666666666666,0.1647,0.16883333333333336,0.14986666666666668,0.24496666666666667,0.015666666666666666,0.21986666666666665,0.15846666666666667,0.07593333333333334,0.023666666666666666,0.13983333333333334,0.0326,0.0732,0.12383333333333334,0.18946666666666664,1.0,0.0517,0.021433333333333332,0.24156666666666668,0.18513333333333334,0.0241,0.0433,0.17363333333333333,0.083,0.11893333333333334,0.011266666666666666,0.06396666666666667,0.018366666666666667,0.23073333333333335,0.14586666666666667,0.012333333333333335,0.22083333333333333,0.03913333333333333,0.011633333333333334,0.0044666666666666665,0.23043333333333335,0.26689999999999997,0.1302,0.22216666666666665,0.24163333333333334,0.1819666666666667,0.004233333333333333,0.052233333333333326,0.13290000000000002,0.16333333333333333,0.1524,0.08983333333333333,0.06269999999999999,0.0017333333333333333,0.17263333333333333,0.15616666666666668,0.13423333333333334,0.04800000000000001,0.0605,0.048433333333333335,0.004666666666666667,0.13943333333333333,0.12689999999999999,0.16596666666666668,0.05173333333333333,0.0649,0.057166666666666664,0.09106666666666667,0.038233333333333334,0.0941,0.09813333333333334,0.27353333333333335,0.005399999999999999,0.08673333333333333,0.10373333333333333,0.10456666666666665,0.0641,0.0212,0.08163333333333334,0.008499999999999999
CPRT_y,0.0226,0.1369,0.08016666666666666,0.12583333333333332,0.19809999999999997,0.23316666666666666,0.20779999999999998,0.068,0.04083333333333333,0.0376,0.04986666666666667,0.07603333333333333,0.006633333333333334,0.0017666666666666666,0.017933333333333332,0.09343333333333333,0.04273333333333334,0.10213333333333331,0.26416666666666666,0.12103333333333333,0.007766666666666666,0.010466666666666668,0.05683333333333334,0.15903333333333333,0.2028,0.13283333333333333,0.043833333333333335,0.0005666666666666667,0.06343333333333333,0.0541,1.0,0.12216666666666669,0.0352,0.06836666666666667,0.16356666666666667,0.037866666666666667,0.007833333333333333,0.13696666666666668,0.207,0.4332666666666667,0.008033333333333333,0.17976666666666666,0.09493333333333333,0.30906666666666666,0.1728666666666667,0.0135,0.16243333333333335,0.34686666666666666,0.025833333333333333,0.04563333333333333,0.2819666666666667,0.028233333333333336,0.133,0.005399999999999999,0.0010333333333333334,0.006733333333333333,0.13226666666666667,0.037,0.08886666666666666,0.17916666666666667,0.0099,0.10106666666666665,0.18710000000000002,0.09783333333333333,0.24293333333333333,0.07583333333333332,0.011566666666666668,0.1048,0.0712,0.004333333333333333,0.12713333333333335,0.11666666666666665,0.05616666666666667,0.0542,0.07103333333333334,0.040100000000000004,0.0022,0.0572,0.0009333333333333333,0.02856666666666667,0.0181,0.008333333333333333,0.14570000000000002,0.2038,0.0458,0.0023000000000000004,0.1855,0.21066666666666664,0.0346,0.0307,0.015966666666666667
